method,dataset,seed,shot,category,revision,region_grid,region_fraction_of_canvas,pixel_ap,pixel_auroc,n_pixels,seconds,source
controlled_A1_L,mpdd,0,1,tubes,study,392x392,0.765625,0.7133586473137024,0.9807930726393578,15520064,1.6,D:\STUDY\My_github\sci_project\experiments\dynamic_fusion\unified_fusion_paper_support_20260913\p1_matrix\units\mpdd_s0_k1\tubes\patch_scores.npz
anomalydino_canvas,mpdd,0,1,tubes,study,392x392,0.765625,0.5473298831515165,0.9611866876966124,15520064,1.6,D:\STUDY\My_github\sci_project\experiments\dynamic_fusion\representation_matching_interaction_20260914\05_baselines\region_maps\anomalydino_canvas\mpdd_s0_k1_tubes.npz
anomalydino_canvas_rotation,mpdd,0,1,tubes,study,392x392,0.765625,0.5542195068534181,0.9600727176464894,15520064,1.6,D:\STUDY\My_github\sci_project\experiments\dynamic_fusion\representation_matching_interaction_20260914\05_baselines\region_maps\anomalydino_canvas_rotation\mpdd_s0_k1_tubes.npz
PatchCore_native_local128,mpdd,0,1,tubes,study,392x392,0.765625,0.0963037557443018,0.8735300103557702,15520064,2.6,D:\STUDY\My_github\sci_project\outputs\patchcore\closeout\mpdd_closeout\mpdd_s0_k1\predictions\mvtec_tubes.npz
PatchCore_native_official224,mpdd,0,1,tubes,study,392x392,0.765625,0.09675770578428554,0.9350773804653097,15520064,1.7,D:\STUDY\My_github\sci_project\outputs\patchcore\closeout_official224\mpdd_official224\mpdd_s0_k1\predictions\mvtec_tubes.npz
controlled_A1_J,mpdd,0,4,bracket_black,study,392x392,0.765625,0.1763169305660474,0.9643237484448964,12139456,1.2,D:\STUDY\My_github\sci_project\experiments\dynamic_fusion\unified_fusion_paper_support_20260913\p1_matrix\units\mpdd_s0_k4\bracket_black\patch_scores.npz
controlled_A1_L,mpdd,0,4,bracket_black,study,392x392,0.765625,0.16970540259712266,0.9698124871052657,12139456,1.2,D:\STUDY\My_github\sci_project\experiments\dynamic_fusion\unified_fusion_paper_support_20260913\p1_matrix\units\mpdd_s0_k4\bracket_black\patch_scores.npz
anomalydino_canvas,mpdd,0,4,bracket_black,study,392x392,0.765625,0.12232999061812981,0.9584991041533297,12139456,1.3,D:\STUDY\My_github\sci_project\experiments\dynamic_fusion\representation_matching_interaction_20260914\05_baselines\region_maps\anomalydino_canvas\mpdd_s0_k4_bracket_black.npz
anomalydino_canvas_rotation,mpdd,0,4,bracket_black,study,392x392,0.765625,0.12401270723965188,0.9592353593013396,12139456,1.3,D:\STUDY\My_github\sci_project\experiments\dynamic_fusion\representation_matching_interaction_20260914\05_baselines\region_maps\anomalydino_canvas_rotation\mpdd_s0_k4_bracket_black.npz
PatchCore_native_local128,mpdd,0,4,bracket_black,study,392x392,0.765625,0.003356810153153078,0.7666581132323806,12139456,1.3,D:\STUDY\My_github\sci_project\outputs\patchcore\closeout\mpdd_closeout\mpdd_s0_k4\predictions\mvtec_bracket_black.npz
PatchCore_native_official224,mpdd,0,4,bracket_black,study,392x392,0.765625,0.009802769313141627,0.9118839021810193,12139456,1.3,D:\STUDY\My_github\sci_project\outputs\patchcore\closeout_official224\mpdd_official224\mpdd_s0_k4\predictions\mvtec_bracket_black.npz
controlled_A1_J,mpdd,0,4,bracket_brown,study,392x392,0.765625,0.03678921757883967,0.8927600021769713,11832128,1.2,D:\STUDY\My_github\sci_project\experiments\dynamic_fusion\unified_fusion_paper_support_20260913\p1_matrix\units\mpdd_s0_k4\bracket_brown\patch_scores.npz
controlled_A1_L,mpdd,0,4,bracket_brown,study,392x392,0.765625,0.04015788731396427,0.8995898884802648,11832128,1.2,D:\STUDY\My_github\sci_project\experiments\dynamic_fusion\unified_fusion_paper_support_20260913\p1_matrix\units\mpdd_s0_k4\bracket_brown\patch_scores.npz
anomalydino_canvas,mpdd,0,4,bracket_brown,study,392x392,0.765625,0.048858064070008436,0.9205131846364781,11832128,1.2,D:\STUDY\My_github\sci_project\experiments\dynamic_fusion\representation_matching_interaction_20260914\05_baselines\region_maps\anomalydino_canvas\mpdd_s0_k4_bracket_brown.npz
anomalydino_canvas_rotation,mpdd,0,4,bracket_brown,study,392x392,0.765625,0.048975248845851735,0.9206442020062512,11832128,1.2,D:\STUDY\My_github\sci_project\experiments\dynamic_fusion\representation_matching_interaction_20260914\05_baselines\region_maps\anomalydino_canvas_rotation\mpdd_s0_k4_bracket_brown.npz
PatchCore_native_local128,mpdd,0,4,bracket_brown,study,392x392,0.765625,0.03046446418099056,0.9039198562933384,11832128,1.1,D:\STUDY\My_github\sci_project\outputs\patchcore\closeout\mpdd_closeout\mpdd_s0_k4\predictions\mvtec_bracket_brown.npz
PatchCore_native_official224,mpdd,0,4,bracket_brown,study,392x392,0.765625,0.053057944890653914,0.9421381878308285,11832128,1.2,D:\STUDY\My_github\sci_project\outputs\patchcore\closeout_official224\mpdd_official224\mpdd_s0_k4\predictions\mvtec_bracket_brown.npz
controlled_A1_J,mpdd,0,4,bracket_white,study,392x392,0.765625,0.15665920540738132,0.9958294242846979,9219840,0.9,D:\STUDY\My_github\sci_project\experiments\dynamic_fusion\unified_fusion_paper_support_20260913\p1_matrix\units\mpdd_s0_k4\bracket_white\patch_scores.npz
controlled_A1_L,mpdd,0,4,bracket_white,study,392x392,0.765625,0.16899140076257896,0.9955517704137886,9219840,0.9,D:\STUDY\My_github\sci_project\experiments\dynamic_fusion\unified_fusion_paper_support_20260913\p1_matrix\units\mpdd_s0_k4\bracket_white\patch_scores.npz
anomalydino_canvas,mpdd,0,4,bracket_white,study,392x392,0.765625,0.14137244375848873,0.9946011402590068,9219840,0.9,D:\STUDY\My_github\sci_project\experiments\dynamic_fusion\representation_matching_interaction_20260914\05_baselines\region_maps\anomalydino_canvas\mpdd_s0_k4_bracket_white.npz
anomalydino_canvas_rotation,mpdd,0,4,bracket_white,study,392x392,0.765625,0.10445510153050355,0.9944862583940376,9219840,0.9,D:\STUDY\My_github\sci_project\experiments\dynamic_fusion\representation_matching_interaction_20260914\05_baselines\region_maps\anomalydino_canvas_rotation\mpdd_s0_k4_bracket_white.npz
PatchCore_native_local128,mpdd,0,4,bracket_white,study,392x392,0.765625,0.0010217254224476609,0.7964723379670555,9219840,0.9,D:\STUDY\My_github\sci_project\outputs\patchcore\closeout\mpdd_closeout\mpdd_s0_k4\predictions\mvtec_bracket_white.npz
PatchCore_native_official224,mpdd,0,4,bracket_white,study,392x392,0.765625,0.006935372363689199,0.9625029138982324,9219840,1.0,D:\STUDY\My_github\sci_project\outputs\patchcore\closeout_official224\mpdd_official224\mpdd_s0_k4\predictions\mvtec_bracket_white.npz
controlled_A1_J,mpdd,0,4,connector,study,392x392,0.765625,0.3674159972207791,0.9653452579084013,6761216,0.7,D:\STUDY\My_github\sci_project\experiments\dynamic_fusion\unified_fusion_paper_support_20260913\p1_matrix\units\mpdd_s0_k4\connector\patch_scores.npz
controlled_A1_L,mpdd,0,4,connector,study,392x392,0.765625,0.4145530874428729,0.9717319861465323,6761216,0.6,D:\STUDY\My_github\sci_project\experiments\dynamic_fusion\unified_fusion_paper_support_20260913\p1_matrix\units\mpdd_s0_k4\connector\patch_scores.npz
anomalydino_canvas,mpdd,0,4,connector,study,392x392,0.765625,0.2073582808060249,0.9574223875270161,6761216,0.7,D:\STUDY\My_github\sci_project\experiments\dynamic_fusion\representation_matching_interaction_20260914\05_baselines\region_maps\anomalydino_canvas\mpdd_s0_k4_connector.npz
anomalydino_canvas_rotation,mpdd,0,4,connector,study,392x392,0.765625,0.21156471261585405,0.9575440626624127,6761216,0.6,D:\STUDY\My_github\sci_project\experiments\dynamic_fusion\representation_matching_interaction_20260914\05_baselines\region_maps\anomalydino_canvas_rotation\mpdd_s0_k4_connector.npz
PatchCore_native_local128,mpdd,0,4,connector,study,392x392,0.765625,0.0590136142380408,0.9299140587838368,6761216,0.6,D:\STUDY\My_github\sci_project\outputs\patchcore\closeout\mpdd_closeout\mpdd_s0_k4\predictions\mvtec_connector.npz
PatchCore_native_official224,mpdd,0,4,connector,study,392x392,0.765625,0.26097138706262246,0.9769408963161789,6761216,0.7,D:\STUDY\My_github\sci_project\outputs\patchcore\closeout_official224\mpdd_official224\mpdd_s0_k4\predictions\mvtec_connector.npz
controlled_A1_J,mpdd,0,4,metal_plate,study,392x392,0.765625,0.8735626049445311,0.9694152464984406,14905408,1.8,D:\STUDY\My_github\sci_project\experiments\dynamic_fusion\unified_fusion_paper_support_20260913\p1_matrix\units\mpdd_s0_k4\metal_plate\patch_scores.npz
controlled_A1_L,mpdd,0,4,metal_plate,study,392x392,0.765625,0.874640352491697,0.9718284433033669,14905408,1.8,D:\STUDY\My_github\sci_project\experiments\dynamic_fusion\unified_fusion_paper_support_20260913\p1_matrix\units\mpdd_s0_k4\metal_plate\patch_scores.npz
anomalydino_canvas,mpdd,0,4,metal_plate,study,392x392,0.765625,0.866327548005329,0.9629570835606668,14905408,1.9,D:\STUDY\My_github\sci_project\experiments\dynamic_fusion\representation_matching_interaction_20260914\05_baselines\region_maps\anomalydino_canvas\mpdd_s0_k4_metal_plate.npz
anomalydino_canvas_rotation,mpdd,0,4,metal_plate,study,392x392,0.765625,0.878964871780184,0.965337419170734,14905408,1.9,D:\STUDY\My_github\sci_project\experiments\dynamic_fusion\representation_matching_interaction_20260914\05_baselines\region_maps\anomalydino_canvas_rotation\mpdd_s0_k4_metal_plate.npz
PatchCore_native_local128,mpdd,0,4,metal_plate,study,392x392,0.765625,0.8551468750791774,0.9642552124800509,14905408,1.9,D:\STUDY\My_github\sci_project\outputs\patchcore\closeout\mpdd_closeout\mpdd_s0_k4\predictions\mvtec_metal_plate.npz
PatchCore_native_official224,mpdd,0,4,metal_plate,study,392x392,0.765625,0.9265434116912223,0.9842358737962956,14905408,1.9,D:\STUDY\My_github\sci_project\outputs\patchcore\closeout_official224\mpdd_official224\mpdd_s0_k4\predictions\mvtec_metal_plate.npz
controlled_A1_J,mpdd,0,4,tubes,study,392x392,0.765625,0.734786456167025,0.9836440363724189,15520064,1.5,D:\STUDY\My_github\sci_project\experiments\dynamic_fusion\unified_fusion_paper_support_20260913\p1_matrix\units\mpdd_s0_k4\tubes\patch_scores.npz
controlled_A1_L,mpdd,0,4,tubes,study,392x392,0.765625,0.7414558627537297,0.9862258584459543,15520064,1.6,D:\STUDY\My_github\sci_project\experiments\dynamic_fusion\unified_fusion_paper_support_20260913\p1_matrix\units\mpdd_s0_k4\tubes\patch_scores.npz
anomalydino_canvas,mpdd,0,4,tubes,study,392x392,0.765625,0.58715982140502,0.9657687867694024,15520064,1.6,D:\STUDY\My_github\sci_project\experiments\dynamic_fusion\representation_matching_interaction_20260914\05_baselines\region_maps\anomalydino_canvas\mpdd_s0_k4_tubes.npz
anomalydino_canvas_rotation,mpdd,0,4,tubes,study,392x392,0.765625,0.5890151955966136,0.9662677326677944,15520064,1.6,D:\STUDY\My_github\sci_project\experiments\dynamic_fusion\representation_matching_interaction_20260914\05_baselines\region_maps\anomalydino_canvas_rotation\mpdd_s0_k4_tubes.npz
PatchCore_native_local128,mpdd,0,4,tubes,study,392x392,0.765625,0.11933019990087072,0.8910364347469727,15520064,2.5,D:\STUDY\My_github\sci_project\outputs\patchcore\closeout\mpdd_closeout\mpdd_s0_k4\predictions\mvtec_tubes.npz
PatchCore_native_official224,mpdd,0,4,tubes,study,392x392,0.765625,0.30130494273055236,0.9640219361723534,15520064,1.7,D:\STUDY\My_github\sci_project\outputs\patchcore\closeout_official224\mpdd_official224\mpdd_s0_k4\predictions\mvtec_tubes.npz
controlled_A1_J,mpdd,1,1,bracket_black,study,392x392,0.765625,0.11786810575111824,0.9366146981202248,12139456,1.2,D:\STUDY\My_github\sci_project\experiments\dynamic_fusion\unified_fusion_paper_support_20260913\p1_matrix\units\mpdd_s1_k1\bracket_black\patch_scores.npz
controlled_A1_L,mpdd,1,1,bracket_black,study,392x392,0.765625,0.12713037776173572,0.93828030078618,12139456,1.2,D:\STUDY\My_github\sci_project\experiments\dynamic_fusion\unified_fusion_paper_support_20260913\p1_matrix\units\mpdd_s1_k1\bracket_black\patch_scores.npz
anomalydino_canvas,mpdd,1,1,bracket_black,study,392x392,0.765625,0.09875187882200985,0.9109223470970262,12139456,1.3,D:\STUDY\My_github\sci_project\experiments\dynamic_fusion\representation_matching_interaction_20260914\05_baselines\region_maps\anomalydino_canvas\mpdd_s1_k1_bracket_black.npz
anomalydino_canvas_rotation,mpdd,1,1,bracket_black,study,392x392,0.765625,0.10815993680276517,0.9111698149511773,12139456,1.3,D:\STUDY\My_github\sci_project\experiments\dynamic_fusion\representation_matching_interaction_20260914\05_baselines\region_maps\anomalydino_canvas_rotation\mpdd_s1_k1_bracket_black.npz
PatchCore_native_local128,mpdd,1,1,bracket_black,study,392x392,0.765625,0.003393222108253889,0.8239402187867444,12139456,1.3,D:\STUDY\My_github\sci_project\outputs\patchcore\closeout\mpdd_closeout\mpdd_s1_k1\predictions\mvtec_bracket_black.npz
PatchCore_native_official224,mpdd,1,1,bracket_black,study,392x392,0.765625,0.010886166777619007,0.9166650086668323,12139456,1.3,D:\STUDY\My_github\sci_project\outputs\patchcore\closeout_official224\mpdd_official224\mpdd_s1_k1\predictions\mvtec_bracket_black.npz
controlled_A1_J,mpdd,1,1,bracket_brown,study,392x392,0.765625,0.04127683223955887,0.8996627890558799,11832128,1.2,D:\STUDY\My_github\sci_project\experiments\dynamic_fusion\unified_fusion_paper_support_20260913\p1_matrix\units\mpdd_s1_k1\bracket_brown\patch_scores.npz
controlled_A1_L,mpdd,1,1,bracket_brown,study,392x392,0.765625,0.043914020484571575,0.9049487534615744,11832128,1.2,D:\STUDY\My_github\sci_project\experiments\dynamic_fusion\unified_fusion_paper_support_20260913\p1_matrix\units\mpdd_s1_k1\bracket_brown\patch_scores.npz
anomalydino_canvas,mpdd,1,1,bracket_brown,study,392x392,0.765625,0.06132555698639252,0.9270883686749655,11832128,1.2,D:\STUDY\My_github\sci_project\experiments\dynamic_fusion\representation_matching_interaction_20260914\05_baselines\region_maps\anomalydino_canvas\mpdd_s1_k1_bracket_brown.npz
anomalydino_canvas_rotation,mpdd,1,1,bracket_brown,study,392x392,0.765625,0.06575270401800291,0.9277907055094907,11832128,1.2,D:\STUDY\My_github\sci_project\experiments\dynamic_fusion\representation_matching_interaction_20260914\05_baselines\region_maps\anomalydino_canvas_rotation\mpdd_s1_k1_bracket_brown.npz
PatchCore_native_local128,mpdd,1,1,bracket_brown,study,392x392,0.765625,0.019750400176417653,0.8384271262322665,11832128,1.2,D:\STUDY\My_github\sci_project\outputs\patchcore\closeout\mpdd_closeout\mpdd_s1_k1\predictions\mvtec_bracket_brown.npz
PatchCore_native_official224,mpdd,1,1,bracket_brown,study,392x392,0.765625,0.04139334144091033,0.9277781863653987,11832128,1.2,D:\STUDY\My_github\sci_project\outputs\patchcore\closeout_official224\mpdd_official224\mpdd_s1_k1\predictions\mvtec_bracket_brown.npz
controlled_A1_J,mpdd,1,1,bracket_white,study,392x392,0.765625,0.06907297534106908,0.9846672708431891,9219840,0.9,D:\STUDY\My_github\sci_project\experiments\dynamic_fusion\unified_fusion_paper_support_20260913\p1_matrix\units\mpdd_s1_k1\bracket_white\patch_scores.npz
controlled_A1_L,mpdd,1,1,bracket_white,study,392x392,0.765625,0.08649866561937351,0.9862659393768132,9219840,0.9,D:\STUDY\My_github\sci_project\experiments\dynamic_fusion\unified_fusion_paper_support_20260913\p1_matrix\units\mpdd_s1_k1\bracket_white\patch_scores.npz
anomalydino_canvas,mpdd,1,1,bracket_white,study,392x392,0.765625,0.07073061659203626,0.9763109752334912,9219840,0.9,D:\STUDY\My_github\sci_project\experiments\dynamic_fusion\representation_matching_interaction_20260914\05_baselines\region_maps\anomalydino_canvas\mpdd_s1_k1_bracket_white.npz
anomalydino_canvas_rotation,mpdd,1,1,bracket_white,study,392x392,0.765625,0.06262627644782201,0.9766312256082793,9219840,0.9,D:\STUDY\My_github\sci_project\experiments\dynamic_fusion\representation_matching_interaction_20260914\05_baselines\region_maps\anomalydino_canvas_rotation\mpdd_s1_k1_bracket_white.npz
PatchCore_native_local128,mpdd,1,1,bracket_white,study,392x392,0.765625,0.003346429264627067,0.9410114963137434,9219840,0.9,D:\STUDY\My_github\sci_project\outputs\patchcore\closeout\mpdd_closeout\mpdd_s1_k1\predictions\mvtec_bracket_white.npz
PatchCore_native_official224,mpdd,1,1,bracket_white,study,392x392,0.765625,0.004988485280965479,0.9615544609263128,9219840,1.0,D:\STUDY\My_github\sci_project\outputs\patchcore\closeout_official224\mpdd_official224\mpdd_s1_k1\predictions\mvtec_bracket_white.npz
controlled_A1_J,mpdd,1,1,connector,study,392x392,0.765625,0.26718276158605114,0.9723344088229606,6761216,0.7,D:\STUDY\My_github\sci_project\experiments\dynamic_fusion\unified_fusion_paper_support_20260913\p1_matrix\units\mpdd_s1_k1\connector\patch_scores.npz
controlled_A1_L,mpdd,1,1,connector,study,392x392,0.765625,0.2815405769534076,0.9760635234806538,6761216,0.6,D:\STUDY\My_github\sci_project\experiments\dynamic_fusion\unified_fusion_paper_support_20260913\p1_matrix\units\mpdd_s1_k1\connector\patch_scores.npz
anomalydino_canvas,mpdd,1,1,connector,study,392x392,0.765625,0.22631883460457058,0.9639506805256474,6761216,0.6,D:\STUDY\My_github\sci_project\experiments\dynamic_fusion\representation_matching_interaction_20260914\05_baselines\region_maps\anomalydino_canvas\mpdd_s1_k1_connector.npz
anomalydino_canvas_rotation,mpdd,1,1,connector,study,392x392,0.765625,0.23534320622802543,0.963959005638471,6761216,0.6,D:\STUDY\My_github\sci_project\experiments\dynamic_fusion\representation_matching_interaction_20260914\05_baselines\region_maps\anomalydino_canvas_rotation\mpdd_s1_k1_connector.npz
PatchCore_native_local128,mpdd,1,1,connector,study,392x392,0.765625,0.054889191811562925,0.9077241262257297,6761216,0.6,D:\STUDY\My_github\sci_project\outputs\patchcore\closeout\mpdd_closeout\mpdd_s1_k1\predictions\mvtec_connector.npz
PatchCore_native_official224,mpdd,1,1,connector,study,392x392,0.765625,0.1487137374766322,0.9555371269067812,6761216,0.7,D:\STUDY\My_github\sci_project\outputs\patchcore\closeout_official224\mpdd_official224\mpdd_s1_k1\predictions\mvtec_connector.npz
controlled_A1_J,mpdd,1,1,metal_plate,study,392x392,0.765625,0.8619554765661058,0.9611686296802925,14905408,1.9,D:\STUDY\My_github\sci_project\experiments\dynamic_fusion\unified_fusion_paper_support_20260913\p1_matrix\units\mpdd_s1_k1\metal_plate\patch_scores.npz
